text,label,word_count
order id  10651 shipping details  ship name  die wandernde kuh ship address  adenauerallee 900 ship city  stuttgart ship region  western europe ship postal code  70563 ship country  germany customer details  customer id  wandk customer name  die wandernde kuh employee details  employee name  laura callahan shipper details  shipper id  2 shipper name  united package order details  order date  2017-09-01 shipped date  2017-09-11 products  -------------------------------------------------------------------------------------------------- product  teatime chocolate biscuits quantity  12 unit price  9 2 total  110 39999999999999 -------------------------------------------------------------------------------------------------- product  gustaf s knäckebröd quantity  20 unit price  21 0 total  420 0 total price  total price  530 4,ShippingOrder,96
"invoice order id  10366 customer id  galed order date  2016-11-28 customer details  contact name  eduardo saavedra address  rambla de cataluña, 23 city  barcelona postal code  08022 country  spain phone   93  203 4560 fax   93  203 4561 product details  product id product name quantity unit price 65 louisiana fiery hot pepper sauce 5 16 8 77 original frankfurter grüne soße 5 10 4 totalprice 136 0 page 1",invoice,67
stock report for 2016-09 category   beverages id category   1 product units sold units in stock unit price chai 20 39 18 chang 40 17 19 sasquatch ale 14 111 14 chartreuse verte 90 69 18 ipoh coffee 56 17 46 outback lager 55 15 15 rhönbräu klosterbier 10 125 7 75,report,51
invoice order id  10305 customer id  oldwo order date  2016-09-13 customer details  contact name  rene phillips address  2743 bering st. city  anchorage postal code  99508 country  usa phone   907  555-7584 fax   907  555-2880 product details  product id product name quantity unit price 18 carnarvon tigers 25 50 0 29 thüringer rostbratwurst 25 99 0 39 chartreuse verte 30 14 4 totalprice 4157 0 page 1,invoice,65
purchase orders order id order date customer name 10282 2016-08-15 alejandra camino products product id  product  quantity  unit price  30 nord-ost matjeshering 6 20 7 57 ravioli angelo 2 15 6 page 1,purchase Order,33
invoice order id  11062 customer id  reggc order date  2018-04-30 customer details  contact name  maurizio moroni address  strada provinciale 124 city  reggio emilia postal code  42100 country  italy phone  0522-556721 fax  0522-556722 product details  product id product name quantity unit price 53 perth pasties 10 32 8 70 outback lager 12 15 0 totalprice 508 0 page 1,invoice,58
purchase orders order id order date customer name 10908 2018-02-26 maurizio moroni products product id  product  quantity  unit price  7 uncle bob s organic dried pears 20 30 52 filo mix 14 7 page 1,purchase Order,35
invoice order id  10557 customer id  lehms order date  2017-06-03 customer details  contact name  renate messner address  magazinweg 7 city  frankfurt a.m. postal code  60528 country  germany phone  069-0245984 fax  069-0245874 product details  product id product name quantity unit price 64 wimmers gute semmelknödel 30 33 25 75 rhönbräu klosterbier 20 7 75 totalprice 1152 5 page 1,invoice,58
invoice order id  11066 customer id  whitc order date  2018-05-01 customer details  contact name  karl jablonski address  305 - 14th ave. s. suite 3b city  seattle postal code  98128 country  usa phone   206  555-4112 fax   206  555-4115 product details  product id product name quantity unit price 16 pavlova 3 17 45 19 teatime chocolate biscuits 42 9 2 34 sasquatch ale 35 14 0 totalprice 928 75 page 1,invoice,69
order id  11055 shipping details  ship name  hilarion-abastos ship address  carrera 22 con ave. carlos soublette  8-35 ship city  san cristóbal ship region  south america ship postal code  5022 ship country  venezuela customer details  customer id  hilaa customer name  hilarion-abastos employee details  employee name  robert king shipper details  shipper id  2 shipper name  united package order details  order date  2018-04-28 shipped date  2018-05-05 products  -------------------------------------------------------------------------------------------------- product  guaraná fantástica quantity  15 unit price  4 5 total  67 5 -------------------------------------------------------------------------------------------------- product  nunuca nuß-nougat-creme quantity  15 unit price  14 0 total  210 0 -------------------------------------------------------------------------------------------------- product  manjimup dried apples quantity  20 unit price  53 0 total  1060 0 -------------------------------------------------------------------------------------------------- product  ravioli angelo quantity  20 unit price  19 5 total  390 0 total price  total price  1727 5,ShippingOrder,123
"invoice order id  11059 customer id  ricar order date  2018-04-29 customer details  contact name  janete limeira address  av. copacabana, 267 city  rio de janeiro postal code  02389-890 country  brazil phone   21  555-3412 fax  none product details  product id product name quantity unit price 13 konbu 30 6 0 17 alice mutton 12 39 0 60 camembert pierrot 35 34 0 totalprice 1838 0 page 1",invoice,65
invoice order id  10602 customer id  vaffe order date  2017-07-17 customer details  contact name  palle ibsen address  smagsloget 45 city  århus postal code  8200 country  denmark phone  86 21 32 43 fax  86 22 33 44 product details  product id product name quantity unit price 77 original frankfurter grüne soße 5 13 0 totalprice 65 0 page 1,invoice,58
purchase orders order id order date customer name 11006 2018-04-07 howard snyder products product id  product  quantity  unit price  1 chai 8 18 29 thüringer rostbratwurst 2 123 79 page 1,purchase Order,31
purchase orders order id order date customer name 10717 2017-10-24 peter franken products product id  product  quantity  unit price  21 sir rodney s scones 32 10 54 tourtière 15 7 45 69 gudbrandsdalsost 25 36 page 1,purchase Order,37
order id  10796 shipping details  ship name  hilarion-abastos ship address  carrera 22 con ave. carlos soublette  8-35 ship city  san cristóbal ship region  south america ship postal code  5022 ship country  venezuela customer details  customer id  hilaa customer name  hilarion-abastos employee details  employee name  janet leverling shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-12-25 shipped date  2018-01-14 products  -------------------------------------------------------------------------------------------------- product  gumbär gummibärchen quantity  21 unit price  31 23 total  655 83 -------------------------------------------------------------------------------------------------- product  gula malacca quantity  10 unit price  19 45 total  194 5 -------------------------------------------------------------------------------------------------- product  wimmers gute semmelknödel quantity  35 unit price  33 25 total  1163 75 -------------------------------------------------------------------------------------------------- product  gudbrandsdalsost quantity  24 unit price  36 0 total  864 0 total price  total price  2878 08,ShippingOrder,122
invoice order id  10799 customer id  koene order date  2017-12-26 customer details  contact name  philip cramer address  maubelstr. 90 city  brandenburg postal code  14776 country  germany phone  0555-09876 fax  none product details  product id product name quantity unit price 13 konbu 20 6 0 24 guaraná fantástica 20 4 5 59 raclette courdavault 25 55 0 totalprice 1585 0 page 1,invoice,61
invoice order id  10383 customer id  arout order date  2016-12-16 customer details  contact name  thomas hardy address  120 hanover sq. city  london postal code  wa1 1dp country  uk phone   171  555-7788 fax   171  555-6750 product details  product id product name quantity unit price 13 konbu 20 4 8 50 valkoinen suklaa 15 13 0 56 gnocchi di nonna alice 20 30 4 totalprice 899 0 page 1,invoice,67
"order id  10913 shipping details  ship name  queen cozinha ship address  alameda dos canàrios, 891 ship city  sao paulo ship region  south america ship postal code  05487-020 ship country  brazil customer details  customer id  queen customer name  queen cozinha employee details  employee name  margaret peacock shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-02-26 shipped date  2018-03-04 products  -------------------------------------------------------------------------------------------------- product  chef anton s cajun seasoning quantity  30 unit price  22 0 total  660 0 -------------------------------------------------------------------------------------------------- product  geitost quantity  40 unit price  2 5 total  100 0 -------------------------------------------------------------------------------------------------- product  escargots de bourgogne quantity  15 unit price  13 25 total  198 75 total price  total price  958 75",ShippingOrder,111
purchase orders order id order date customer name 10591 2017-07-07 palle ibsen products product id  product  quantity  unit price  3 aniseed syrup 14 10 7 uncle bob s organic dried pears 10 30 54 tourtière 50 7 45 page 1,purchase Order,40
"order id  10900 shipping details  ship name  wellington importadora ship address  rua do mercado, 12 ship city  resende ship region  south america ship postal code  08737-363 ship country  brazil customer details  customer id  welli customer name  wellington importadora employee details  employee name  nancy davolio shipper details  shipper id  2 shipper name  united package order details  order date  2018-02-20 shipped date  2018-03-04 products  -------------------------------------------------------------------------------------------------- product  outback lager quantity  3 unit price  15 0 total  45 0 total price  total price  45 0",ShippingOrder,81
order id  10664 shipping details  ship name  furia bacalhau e frutos do mar ship address  jardim das rosas n. 32 ship city  lisboa ship region  southern europe ship postal code  1675 ship country  portugal customer details  customer id  furib customer name  furia bacalhau e frutos do mar employee details  employee name  nancy davolio shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-09-10 shipped date  2017-09-19 products  -------------------------------------------------------------------------------------------------- product  ikura quantity  24 unit price  31 0 total  744 0 -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  12 unit price  38 0 total  456 0 -------------------------------------------------------------------------------------------------- product  louisiana fiery hot pepper sauce quantity  15 unit price  21 05 total  315 75 total price  total price  1515 75,ShippingOrder,120
"order id  11042 shipping details  ship name  comércio mineiro ship address  av. dos lusíadas, 23 ship city  sao paulo ship region  south america ship postal code  05432-043 ship country  brazil customer details  customer id  commi customer name  comércio mineiro employee details  employee name  andrew fuller shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-04-22 shipped date  2018-05-01 products  -------------------------------------------------------------------------------------------------- product  gula malacca quantity  15 unit price  19 45 total  291 75 -------------------------------------------------------------------------------------------------- product  sirop d érable quantity  4 unit price  28 5 total  114 0 total price  total price  405 75",ShippingOrder,96
order id  10596 shipping details  ship name  white clover markets ship address  1029 - 12th ave. s. ship city  seattle ship region  north america ship postal code  98124 ship country  usa customer details  customer id  whitc customer name  white clover markets employee details  employee name  laura callahan shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-07-11 shipped date  2017-08-12 products  -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  5 unit price  38 0 total  190 0 -------------------------------------------------------------------------------------------------- product  vegie-spread quantity  24 unit price  43 9 total  1053 6 -------------------------------------------------------------------------------------------------- product  rhönbräu klosterbier quantity  30 unit price  7 75 total  232 5 total price  total price  1476 1,ShippingOrder,111
"order id  10494 shipping details  ship name  comércio mineiro ship address  av. dos lusíadas, 23 ship city  sao paulo ship region  south america ship postal code  05432-043 ship country  brazil customer details  customer id  commi customer name  comércio mineiro employee details  employee name  margaret peacock shipper details  shipper id  2 shipper name  united package order details  order date  2017-04-02 shipped date  2017-04-09 products  -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  30 unit price  30 4 total  912 0 total price  total price  912 0",ShippingOrder,84
invoice order id  10276 customer id  tortu order date  2016-08-08 customer details  contact name  miguel angel paolino address  avda. azteca 123 city  méxico d.f. postal code  05033 country  mexico phone   5  555-2933 fax  none product details  product id product name quantity unit price 10 ikura 15 24 8 13 konbu 10 4 8 totalprice 420 0 page 1,invoice,58
order id  10957 shipping details  ship name  hilarion-abastos ship address  carrera 22 con ave. carlos soublette  8-35 ship city  san cristóbal ship region  south america ship postal code  5022 ship country  venezuela customer details  customer id  hilaa customer name  hilarion-abastos employee details  employee name  laura callahan shipper details  shipper id  3 shipper name  federal shipping order details  order date  2018-03-18 shipped date  2018-03-27 products  -------------------------------------------------------------------------------------------------- product  nord-ost matjeshering quantity  30 unit price  25 89 total  776 7 -------------------------------------------------------------------------------------------------- product  steeleye stout quantity  40 unit price  18 0 total  720 0 -------------------------------------------------------------------------------------------------- product  wimmers gute semmelknödel quantity  8 unit price  33 25 total  266 0 total price  total price  1762 7,ShippingOrder,110
invoice order id  10570 customer id  merep order date  2017-06-17 customer details  contact name  jean fresnière address  43 rue st. laurent city  montréal postal code  h1j 1c3 country  canada phone   514  555-8054 fax   514  555-8055 product details  product id product name quantity unit price 11 queso cabrales 15 21 0 56 gnocchi di nonna alice 60 38 0 totalprice 2595 0 page 1,invoice,63
invoice order id  10753 customer id  frans order date  2017-11-25 customer details  contact name  paolo accorti address  via monte bianco 34 city  torino postal code  10100 country  italy phone  011-4988260 fax  011-4988261 product details  product id product name quantity unit price 45 rogede sild 4 9 5 74 longlife tofu 5 10 0 totalprice 88 0 page 1,invoice,58
"order id  10265 shipping details  ship name  blondel père et fils ship address  24, place kléber ship city  strasbourg ship region  western europe ship postal code  67000 ship country  france customer details  customer id  blonp customer name  blondesddsl père et fils employee details  employee name  andrew fuller shipper details  shipper id  1 shipper name  speedy express order details  order date  2016-07-25 shipped date  2016-08-12 products  -------------------------------------------------------------------------------------------------- product  alice mutton quantity  30 unit price  31 2 total  936 0 -------------------------------------------------------------------------------------------------- product  outback lager quantity  20 unit price  12 0 total  240 0 total price  total price  1176 0",ShippingOrder,97
"invoice order id  10803 customer id  welli order date  2017-12-30 customer details  contact name  paula parente address  rua do mercado, 12 city  resende postal code  08737-363 country  brazil phone   14  555-8122 fax  none product details  product id product name quantity unit price 19 teatime chocolate biscuits 24 9 2 25 nunuca nuß-nougat-creme 15 14 0 59 raclette courdavault 15 55 0 totalprice 1255 8 page 1",invoice,66
invoice order id  10443 customer id  reggc order date  2017-02-12 customer details  contact name  maurizio moroni address  strada provinciale 124 city  reggio emilia postal code  42100 country  italy phone  0522-556721 fax  0522-556722 product details  product id product name quantity unit price 11 queso cabrales 6 16 8 28 rössle sauerkraut 12 36 4 totalprice 537 5999999999999 page 1,invoice,58
purchase orders order id order date customer name 10742 2017-11-14 elizabeth lincoln products product id  product  quantity  unit price  3 aniseed syrup 20 10 60 camembert pierrot 50 34 72 mozzarella di giovanni 35 34 8 page 1,purchase Order,38
purchase orders order id order date customer name 10817 2018-01-06 philip cramer products product id  product  quantity  unit price  26 gumbär gummibärchen 40 31 23 38 côte de blaye 30 263 5 40 boston crab meat 60 18 4 62 tarte au sucre 25 49 3 page 1,purchase Order,48
purchase orders order id order date customer name 10528 2017-05-06 howard snyder products product id  product  quantity  unit price  11 queso cabrales 3 21 33 geitost 8 2 5 72 mozzarella di giovanni 9 34 8 page 1,purchase Order,38
invoice order id  10465 customer id  vaffe order date  2017-03-05 customer details  contact name  palle ibsen address  smagsloget 45 city  århus postal code  8200 country  denmark phone  86 21 32 43 fax  86 22 33 44 product details  product id product name quantity unit price 24 guaraná fantástica 25 3 6 29 thüringer rostbratwurst 18 99 0 40 boston crab meat 20 14 7 45 rogede sild 30 7 6 50 valkoinen suklaa 25 13 0 totalprice 2719 0 page 1,invoice,81
invoice order id  10999 customer id  ottik order date  2018-04-03 customer details  contact name  henriette pfalzheim address  mehrheimerstr. 369 city  köln postal code  50739 country  germany phone  0221-0644327 fax  0221-0765721 product details  product id product name quantity unit price 41 jack s new england clam chowder 20 9 65 51 manjimup dried apples 15 53 0 77 original frankfurter grüne soße 21 13 0 totalprice 1261 0 page 1,invoice,69
invoice order id  10997 customer id  lilas order date  2018-04-03 customer details  contact name  carlos gonzález address  carrera 52 con ave. bolívar  65-98 llano largo city  barquisimeto postal code  3508 country  venezuela phone   9  331-6954 fax   9  331-7256 product details  product id product name quantity unit price 32 mascarpone fabioli 50 32 0 46 spegesild 20 12 0 52 filo mix 20 7 0 totalprice 1980 0 page 1,invoice,69
invoice order id  10389 customer id  bottm order date  2016-12-20 customer details  contact name  elizabeth lincoln address  23 tsawassen blvd. city  tsawassen postal code  t2f 8m4 country  canada phone   604  555-4729 fax   604  555-3745 product details  product id product name quantity unit price 10 ikura 16 24 8 55 pâté chinois 15 19 2 62 tarte au sucre 20 39 4 70 outback lager 30 12 0 totalprice 1832 8 page 1,invoice,72
invoice order id  10823 customer id  lilas order date  2018-01-09 customer details  contact name  carlos gonzález address  carrera 52 con ave. bolívar  65-98 llano largo city  barquisimeto postal code  3508 country  venezuela phone   9  331-6954 fax   9  331-7256 product details  product id product name quantity unit price 11 queso cabrales 20 21 0 57 ravioli angelo 15 19 5 59 raclette courdavault 40 55 0 77 original frankfurter grüne soße 15 13 0 totalprice 3107 5 page 1,invoice,78
order id  10495 shipping details  ship name  laughing bacchus wine cellars ship address  2319 elm st. ship city  vancouver ship region  north america ship postal code  v3f 2k1 ship country  canada customer details  customer id  laugb customer name  laughing bacchus wine cellars employee details  employee name  janet leverling shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-04-03 shipped date  2017-04-11 products  -------------------------------------------------------------------------------------------------- product  tunnbröd quantity  10 unit price  7 2 total  72 0 -------------------------------------------------------------------------------------------------- product  jack s new england clam chowder quantity  20 unit price  7 7 total  154 0 -------------------------------------------------------------------------------------------------- product  original frankfurter grüne soße quantity  5 unit price  10 4 total  52 0 total price  total price  278 0,ShippingOrder,116
purchase orders order id order date customer name 10367 2016-11-28 palle ibsen products product id  product  quantity  unit price  34 sasquatch ale 36 11 2 54 tourtière 18 5 9 65 louisiana fiery hot pepper sauce 15 16 8 77 original frankfurter grüne soße 7 10 4 page 1,purchase Order,49
order id  10547 shipping details  ship name  seven seas imports ship address  90 wadhurst rd. ship city  london ship region  british isles ship postal code  ox15 4nb ship country  uk customer details  customer id  seves customer name  seven seas imports employee details  employee name  janet leverling shipper details  shipper id  2 shipper name  united package order details  order date  2017-05-23 shipped date  2017-06-02 products  -------------------------------------------------------------------------------------------------- product  mascarpone fabioli quantity  24 unit price  32 0 total  768 0 -------------------------------------------------------------------------------------------------- product  inlagd sill quantity  60 unit price  19 0 total  1140 0 total price  total price  1908 0,ShippingOrder,96
purchase orders order id order date customer name 11047 2018-04-24 ann devon products product id  product  quantity  unit price  1 chai 25 18 5 chef anton s gumbo mix 30 21 35 page 1,purchase Order,34
purchase orders order id order date customer name 10998 2018-04-03 zbyszek piestrzeniewicz products product id  product  quantity  unit price  24 guaraná fantástica 12 4 5 61 sirop d érable 7 28 5 74 longlife tofu 20 10 75 rhönbräu klosterbier 30 7 75 page 1,purchase Order,45
purchase orders order id order date customer name 10663 2017-09-10 laurence lebihan products product id  product  quantity  unit price  40 boston crab meat 30 18 4 42 singaporean hokkien fried mee 30 14 51 manjimup dried apples 20 53 page 1,purchase Order,41
"order id  10559 shipping details  ship name  blondel père et fils ship address  24, place kléber ship city  strasbourg ship region  western europe ship postal code  67000 ship country  france customer details  customer id  blonp customer name  blondesddsl père et fils employee details  employee name  michael suyama shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-06-05 shipped date  2017-06-13 products  -------------------------------------------------------------------------------------------------- product  jack s new england clam chowder quantity  12 unit price  9 65 total  115 80000000000001 -------------------------------------------------------------------------------------------------- product  pâté chinois quantity  18 unit price  24 0 total  432 0 total price  total price  547 8",ShippingOrder,101
"order id  10738 shipping details  ship name  spécialités du monde ship address  25, rue lauriston ship city  paris ship region  western europe ship postal code  75016 ship country  france customer details  customer id  specd customer name  spécialités du monde employee details  employee name  andrew fuller shipper details  shipper id  1 shipper name  speedy express order details  order date  2017-11-12 shipped date  2017-11-18 products  -------------------------------------------------------------------------------------------------- product  pavlova quantity  3 unit price  17 45 total  52 349999999999994 total price  total price  52 349999999999994",ShippingOrder,81
order id  10982 shipping details  ship name  bottom-dollar markets ship address  23 tsawassen blvd. ship city  tsawassen ship region  north america ship postal code  t2f 8m4 ship country  canada customer details  customer id  bottm customer name  bottom-dollar markets employee details  employee name  andrew fuller shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-03-27 shipped date  2018-04-08 products  -------------------------------------------------------------------------------------------------- product  uncle bob s organic dried pears quantity  20 unit price  30 0 total  600 0 -------------------------------------------------------------------------------------------------- product  ipoh coffee quantity  9 unit price  46 0 total  414 0 total price  total price  1014 0,ShippingOrder,98
purchase orders order id order date customer name 10895 2018-02-18 roland mendel products product id  product  quantity  unit price  24 guaraná fantástica 110 4 5 39 chartreuse verte 45 18 40 boston crab meat 91 18 4 60 camembert pierrot 100 34 page 1,purchase Order,44
purchase orders order id order date customer name 10936 2018-03-09 howard snyder products product id  product  quantity  unit price  36 inlagd sill 30 19 page 1,purchase Order,26
purchase orders order id order date customer name 10298 2016-09-05 patricia mckenna products product id  product  quantity  unit price  2 chang 40 15 2 36 inlagd sill 40 15 2 59 raclette courdavault 30 44 62 tarte au sucre 15 39 4 page 1,purchase Order,44
order id  10781 shipping details  ship name  wartian herkku ship address  torikatu 38 ship city  oulu ship region  scandinavia ship postal code  90110 ship country  finland customer details  customer id  warth customer name  wartian herkku employee details  employee name  andrew fuller shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-12-17 shipped date  2017-12-19 products  -------------------------------------------------------------------------------------------------- product  tourtière quantity  3 unit price  7 45 total  22 35 -------------------------------------------------------------------------------------------------- product  gnocchi di nonna alice quantity  20 unit price  38 0 total  760 0 -------------------------------------------------------------------------------------------------- product  longlife tofu quantity  35 unit price  10 0 total  350 0 total price  total price  1132 35,ShippingOrder,105
invoice order id  10646 customer id  hungo order date  2017-08-27 customer details  contact name  patricia mckenna address  8 johnstown road city  cork postal code  none country  ireland phone  2967 542 fax  2967 3333 product details  product id product name quantity unit price 1 chai 15 18 0 10 ikura 18 31 0 71 flotemysost 30 21 5 77 original frankfurter grüne soße 35 13 0 totalprice 1928 0 page 1,invoice,70
"invoice order id  10970 customer id  bolid order date  2018-03-24 customer details  contact name  martín sommer address  c  araquil, 67 city  madrid postal code  28023 country  spain phone   91  555 22 82 fax   91  555 91 99 product details  product id product name quantity unit price 52 filo mix 40 7 0 totalprice 280 0 page 1",invoice,57
order id  10576 shipping details  ship name  tortuga restaurante ship address  avda. azteca 123 ship city  méxico d.f. ship region  central america ship postal code  5033 ship country  mexico customer details  customer id  tortu customer name  tortuga restaurante employee details  employee name  janet leverling shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-06-23 shipped date  2017-06-30 products  -------------------------------------------------------------------------------------------------- product  chai quantity  10 unit price  18 0 total  180 0 -------------------------------------------------------------------------------------------------- product  gorgonzola telino quantity  20 unit price  12 5 total  250 0 -------------------------------------------------------------------------------------------------- product  gula malacca quantity  21 unit price  19 45 total  408 45 total price  total price  838 45,ShippingOrder,106
purchase orders order id order date customer name 10578 2017-06-24 victoria ashworth products product id  product  quantity  unit price  35 steeleye stout 20 18 57 ravioli angelo 6 19 5 page 1,purchase Order,32
purchase orders order id order date customer name 10410 2017-01-10 elizabeth lincoln products product id  product  quantity  unit price  33 geitost 49 2 59 raclette courdavault 16 44 page 1,purchase Order,30
order id  10391 shipping details  ship name  drachenblut delikatessen ship address  walserweg 21 ship city  aachen ship region  western europe ship postal code  52066 ship country  germany customer details  customer id  dracd customer name  drachenblut delikatessen employee details  employee name  janet leverling shipper details  shipper id  3 shipper name  federal shipping order details  order date  2016-12-23 shipped date  2016-12-31 products  -------------------------------------------------------------------------------------------------- product  konbu quantity  18 unit price  4 8 total  86 39999999999999 total price  total price  86 39999999999999,ShippingOrder,78
"invoice order id  10265 customer id  blonp order date  2016-07-25 customer details  contact name  frédérique citeaux address  24, place kléber city  strasbourg postal code  67000 country  france phone  88 60 15 31 fax  88 60 15 32 product details  product id product name quantity unit price 17 alice mutton 30 31 2 70 outback lager 20 12 0 totalprice 1176 0 page 1",invoice,63
order id  10387 shipping details  ship name  santé gourmet ship address  erling skakkes gate 78 ship city  stavern ship region  scandinavia ship postal code  4110 ship country  norway customer details  customer id  santg customer name  santé gourmet employee details  employee name  nancy davolio shipper details  shipper id  2 shipper name  united package order details  order date  2016-12-18 shipped date  2016-12-20 products  -------------------------------------------------------------------------------------------------- product  guaraná fantástica quantity  15 unit price  3 6 total  54 0 -------------------------------------------------------------------------------------------------- product  rössle sauerkraut quantity  6 unit price  36 4 total  218 39999999999998 -------------------------------------------------------------------------------------------------- product  raclette courdavault quantity  12 unit price  44 0 total  528 0 -------------------------------------------------------------------------------------------------- product  flotemysost quantity  15 unit price  17 2 total  258 0 total price  total price  1058 4,ShippingOrder,118
stock report for 2017-03 category   confections id category   3 product units sold units in stock unit price pavlova 53 29 17 45 teatime chocolate biscuits 26 25 9 2 sir rodney s scones 35 3 10 nunuca nuß-nougat-creme 12 76 14 gumbär gummibärchen 30 15 31 23 zaanse koeken 30 36 9 5 maxilaku 24 10 20 valkoinen suklaa 25 65 16 25 scottish longbreads 30 6 12 5,report,69
order id  10938 shipping details  ship name  quick-stop ship address  taucherstraße 10 ship city  cunewalde ship region  western europe ship postal code  1307 ship country  germany customer details  customer id  quick customer name  quick-stop employee details  employee name  janet leverling shipper details  shipper id  2 shipper name  united package order details  order date  2018-03-10 shipped date  2018-03-16 products  -------------------------------------------------------------------------------------------------- product  konbu quantity  20 unit price  6 0 total  120 0 -------------------------------------------------------------------------------------------------- product  ipoh coffee quantity  24 unit price  46 0 total  1104 0 -------------------------------------------------------------------------------------------------- product  camembert pierrot quantity  49 unit price  34 0 total  1666 0 -------------------------------------------------------------------------------------------------- product  flotemysost quantity  35 unit price  21 5 total  752 5 total price  total price  3642 5,ShippingOrder,114
order id  10811 shipping details  ship name  lino-delicateses ship address  ave. 5 de mayo porlamar ship city  i. de margarita ship region  south america ship postal code  4980 ship country  venezuela customer details  customer id  linod customer name  lino-delicateses employee details  employee name  laura callahan shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-01-02 shipped date  2018-01-08 products  -------------------------------------------------------------------------------------------------- product  teatime chocolate biscuits quantity  15 unit price  9 2 total  138 0 -------------------------------------------------------------------------------------------------- product  tunnbröd quantity  18 unit price  9 0 total  162 0 -------------------------------------------------------------------------------------------------- product  boston crab meat quantity  30 unit price  18 4 total  552 0 total price  total price  852 0,ShippingOrder,109
invoice order id  11026 customer id  frans order date  2018-04-15 customer details  contact name  paolo accorti address  via monte bianco 34 city  torino postal code  10100 country  italy phone  011-4988260 fax  011-4988261 product details  product id product name quantity unit price 18 carnarvon tigers 8 62 5 51 manjimup dried apples 10 53 0 totalprice 1030 0 page 1,invoice,59
purchase orders order id order date customer name 10657 2017-09-04 jose pavarotti products product id  product  quantity  unit price  15 genen shouyu 50 15 5 41 jack s new england clam chowder 24 9 65 46 spegesild 45 12 47 zaanse koeken 10 9 5 56 gnocchi di nonna alice 45 38 60 camembert pierrot 30 34 page 1,purchase Order,59
purchase orders order id order date customer name 10727 2017-11-03 maurizio moroni products product id  product  quantity  unit price  17 alice mutton 20 39 56 gnocchi di nonna alice 10 38 59 raclette courdavault 10 55 page 1,purchase Order,38
order id  10974 shipping details  ship name  split rail beer   ale ship address  p.o. box 555 ship city  lander ship region  north america ship postal code  82520 ship country  usa customer details  customer id  splir customer name  split rail beer   ale employee details  employee name  janet leverling shipper details  shipper id  3 shipper name  federal shipping order details  order date  2018-03-25 shipped date  2018-04-03 products  -------------------------------------------------------------------------------------------------- product  vegie-spread quantity  10 unit price  43 9 total  439 0 total price  total price  439 0,ShippingOrder,83
purchase orders order id order date customer name 11049 2018-04-24 andré fonseca products product id  product  quantity  unit price  2 chang 10 19 12 queso manchego la pastora 4 38 page 1,purchase Order,32
purchase orders order id order date customer name 10267 2016-07-29 peter franken products product id  product  quantity  unit price  40 boston crab meat 50 14 7 59 raclette courdavault 70 44 76 lakkalikööri 15 14 4 page 1,purchase Order,38
"order id  10914 shipping details  ship name  queen cozinha ship address  alameda dos canàrios, 891 ship city  sao paulo ship region  south america ship postal code  05487-020 ship country  brazil customer details  customer id  queen customer name  queen cozinha employee details  employee name  michael suyama shipper details  shipper id  1 shipper name  speedy express order details  order date  2018-02-27 shipped date  2018-03-02 products  -------------------------------------------------------------------------------------------------- product  flotemysost quantity  25 unit price  21 5 total  537 5 total price  total price  537 5",ShippingOrder,81
stock report for 2018-01 category   confections id category   3 product units sold units in stock unit price pavlova 50 29 17 45 teatime chocolate biscuits 29 25 9 2 sir rodney s marmalade 5 40 81 sir rodney s scones 40 3 10 nunuca nuß-nougat-creme 51 76 14 gumbär gummibärchen 105 15 31 23 schoggi schokolade 10 49 43 9 zaanse koeken 40 36 9 5 chocolade 8 15 12 75 tarte au sucre 101 17 49 3 scottish longbreads 44 6 12 5,report,84
order id  10319 shipping details  ship name  tortuga restaurante ship address  avda. azteca 123 ship city  méxico d.f. ship region  central america ship postal code  5033 ship country  mexico customer details  customer id  tortu customer name  tortuga restaurante employee details  employee name  robert king shipper details  shipper id  3 shipper name  federal shipping order details  order date  2016-10-02 shipped date  2016-10-11 products  -------------------------------------------------------------------------------------------------- product  alice mutton quantity  8 unit price  31 2 total  249 6 -------------------------------------------------------------------------------------------------- product  rössle sauerkraut quantity  14 unit price  36 4 total  509 59999999999997 -------------------------------------------------------------------------------------------------- product  lakkalikööri quantity  30 unit price  14 4 total  432 0 total price  total price  1191 2,ShippingOrder,106
purchase orders order id order date customer name 11028 2018-04-16 philip cramer products product id  product  quantity  unit price  55 pâté chinois 35 24 59 raclette courdavault 24 55 page 1,purchase Order,31
purchase orders order id order date customer name 10643 2017-08-25 maria anders products product id  product  quantity  unit price  28 rössle sauerkraut 15 45 6 39 chartreuse verte 21 18 46 spegesild 2 12 page 1,purchase Order,36
